lakecode,lakename,lakeorriver,continent,country,state,latitude,longitude,elevation,mean_depth,max_depth,surface_area,shoreline,largest_city_population,power_plant_discharge,inlet_streams,area_drained,landuse_code,conductivity_us,secchi_depth,contributor,filename,initials,lat_decimal,lon_decimal,median_depth,comments
WRS284,LAC MAUSER,L,N,CANADA,QC,47 55,74 37,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.92,-74.62,-999,-999
WRS285,LAC ST JEAN,L,N,CANADA,QC,48 31,72 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.52,-72.27,-999,-999
WRS286,LAKE ADJACENT TO STATION,L,N,CANADA,QC,55 20,63 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.33,-63.22,-999,-999
WRS287,LAKE ALEX,L,N,CANADA,QC,48 20,71 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.33,-71,-999,-999
WRS288,LAKE ATHABASCA,L,N,CANADA,AB,58 46,111 07,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.77,-111.12,-999,-999
WRS289,LAKE DORE,L,N,CANADA,QC,49 47,74 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.78,-74.87,-999,-999
WRS29,DEBERT RIVER,R,N,CANADA,NS,45 25,63 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.42,-63.45,-999,-999
WRS290,LAKE ECORCES,L,N,CANADA,QC,48 20,71 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.33,-71,-999,-999
WRS291,LAKE EON,L,N,CANADA,QC,51 51,63 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.85,-63.28,-999,-999
WRS292,LAKE ERIE (NORTH SHORE),L,N,CANADA,ON,42 35,80 34,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,42.58,-80.57,-999,-999
WRS293,LAKE HA HA,L,N,CANADA,QC,48 20,71 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.33,-71,-999,-999
WRS294,LAKE KATHLYN,L,N,CANADA,BC,54 49,127 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.82,-127.18,-999,-999
WRS295,LAKE KENOGAMI,L,N,CANADA,QC,48 20,71 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.33,-71,-999,-999
WRS296,LAKE KENOGAMISIS,L,N,CANADA,ON,49 47,86 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.78,-86.93,-999,-999
WRS297,LAKE LABERGE,L,N,CANADA,YT,60 43,135 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.72,-135.07,-999,-999
WRS298,LAKE LOUISE,L,N,CANADA,QC,50 39,68 50,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.65,-68.83,-999,-999
WRS299,LAKE MANITOBA,L,N,CANADA,MB,50 09,98 30,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.15,-98.5,-999,-999
WRS3,ASSINIBOINE RIVER,R,N,CANADA,MB,49 54,98 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.9,-98.27,-999,-999
WRS30,EAST CHANNEL OF MACKENZIE RIVER,R,N,CANADA,NT,68 18,133 29,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.3,-133.48,-999,-999
WRS300,LAKE MEGANTIC,L,N,CANADA,QC,45 35,70 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.58,-70.87,-999,-999
WRS301,LAKE MINNEWANKA,L,N,CANADA,AB,51 11,115 34,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.18,-115.57,-999,-999
WRS302,LAKE NIPISSING,L,N,CANADA,ON,46 19,79 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.32,-79.45,-999,-999
WRS303,LAKE OF THE WOODS,L,N,CANADA,ON,49 45,94 29,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.75,-94.48,-999,-999
WRS304,LAKE ONATCHIWAY,L,N,CANADA,QC,48 20,71 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.33,-71,-999,-999
WRS305,LAKE ONTARIO - HORSEY BAY,L,N,CANADA,ON,44 13,76 36,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.22,-76.6,-999,-999
WRS306,LAKE ONTARIO AT POINT PETRE,L,N,CANADA,ON,43 59,77 09,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,43.98,-77.15,-999,-999
WRS307,LAKE ROSSIGNOL,L,N,CANADA,NS,43 59,64 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,43.98,-64.67,-999,-999
WRS308,LAKE ST CLAIR,L,N,CANADA,ON,42 16,82 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,42.27,-82.97,-999,-999
WRS309,LAKE ST. GEORGES,L,N,CANADA,QC,49 49,64 21,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.82,-64.35,-999,-999
WRS31,ECUM SECUM RIVER,R,N,CANADA,NS,44 58,62 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.97,-62.13,-999,-999
WRS310,LAKE UTOPIA,L,N,CANADA,NB,45 06,66 44,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.1,-66.73,-999,-999
WRS311,LAKE WINNIPEG,L,N,CANADA,MB,50 37,96 59,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.62,-96.98,-999,-999
WRS312,LAKE WINNIPEGOSIS,L,N,CANADA,MB,51 39,99 55,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.65,-99.92,-999,-999
WRS313,LAKELSE LAKE,L,N,CANADA,BC,54 22,128 33,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.37,-128.55,-999,-999
WRS314,LANDING LAKE,L,N,CANADA,MB,56 21,94 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.35,-94.7,-999,-999
WRS315,LESSER SLAVE LAKE,L,N,CANADA,AB,55 18,114 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.3,-114.78,-999,-999
WRS316,LITTLE GILLAM LAKE,L,N,CANADA,MB,56 21,94 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.35,-94.7,-999,-999
WRS317,LITTLE KETTLE LAKE,L,N,CANADA,MB,56 21,94 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.35,-94.7,-999,-999
WRS318,LITTLE LAKE,L,N,CANADA,ON,48 36,85 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.6,-85.28,-999,-999
WRS319,LITTLE PLAYGREEN LAKE,L,N,CANADA,MB,54 00,97 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54,-97.8,-999,-999
WRS32,ENGLEHART RIVER (BLANCHE RIVER),R,N,CANADA,ON,47 42,79 51,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.7,-79.85,-999,-999
WRS320,LITTLE WABUSH LAKE,L,N,CANADA,NF,52 56,66 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.93,-66.87,-999,-999
WRS321,LONG LAKE,L,N,CANADA,ON,46 37,80 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.62,-80.8,-999,-999
WRS322,LONG LAKE,L,N,CANADA,NT,62 28,114 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.47,-114.45,-999,-999
WRS323,LOWER ARROW LAKE (NORTHERN END),L,N,CANADA,BC,49 55,118 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.92,-118.07,-999,-999
WRS324,LYNN LAKE,L,N,CANADA,MB,56 52,101 05,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.87,-101.08,-999,-999
WRS325,LYNX LAKE,L,N,CANADA,NT,62 28,106 53,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.47,-106.88,-999,-999
WRS326,MANUAN LAKE,L,N,CANADA,QC,50 38,70 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.63,-70.53,-999,-999
WRS327,MARA LAKE,L,N,CANADA,BC,50 48,119 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.8,-119,-999,-999
WRS328,MARSH LAKE,L,N,CANADA,YT,60 43,135 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.72,-135.07,-999,-999
WRS329,MARYJO LAKE,L,N,CANADA,QC,54 48,66 49,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.8,-66.82,-999,-999
WRS33,FINLAY RIVER,R,N,CANADA,BC,57 26,125 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,57.43,-125.63,-999,-999
WRS330,MC LEOD LAKE,L,N,CANADA,BC,55 02,123 02,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.03,-123.03,-999,-999
WRS331,MCKENZIE LAKE,L,N,CANADA,ON,50 17,88 54,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.28,-88.9,-999,-999
WRS332,MCLAUGHLIN ROAD RESERVOIR,L,N,CANADA,NB,46 07,64 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.12,-64.68,-999,-999
WRS333,MCTAGGARD LAKE,L,N,CANADA,NT,76 14,119 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,76.23,-119.33,-999,-999
WRS334,MEADOW LAKE,L,N,CANADA,SK,54 08,108 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.13,-108.52,-999,-999
WRS335,MINNOW LAKE,L,N,CANADA,ON,46 37,80 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.62,-80.8,-999,-999
WRS336,MISSION LAKE,L,N,CANADA,NT,63 20,90 43,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.33,-90.72,-999,-999
WRS337,MODULE LAKE,L,N,CANADA,NT,68 30,113 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.5,-113.22,-999,-999
WRS338,MOOSE LAKE,L,N,CANADA,BC,53 00,119 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53,-119,-999,-999
WRS339,MOUNT HYDE LAKE,L,N,CANADA,NF,53 33,64 06,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.55,-64.1,-999,-999
WRS34,FIR RIVER,R,N,CANADA,SK,52 49,102 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.82,-102.32,-999,-999
WRS340,MUNCHO LAKE,L,N,CANADA,BC,58 55,125 46,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.92,-125.77,-999,-999
WRS342,NISUTLIN BAY,L,N,CANADA,YT,60 10,132 45,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.17,-132.75,-999,-999
WRS343,NITA LAKE,L,N,CANADA,BC,50 06,122 59,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.1,-122.98,-999,-999
WRS344,NITCHEQUON LAKE,L,N,CANADA,QC,53 12,70 54,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.2,-70.9,-999,-999
WRS345,NUKKO LAKE,L,N,CANADA,BC,53 53,122 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.88,-122.68,-999,-999
WRS346,NYM LAKE,L,N,CANADA,ON,48 47,91 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.78,-91.63,-999,-999
WRS347,OBA LAKE,L,N,CANADA,ON,48 36,85 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.6,-85.28,-999,-999
WRS348,OKANAGAN LAKE,L,N,CANADA,BC,49 28,119 36,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.47,-119.6,-999,-999
WRS349,OKANAGAN LAKE,L,N,CANADA,BC,50 14,119 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.23,-119.28,-999,-999
WRS35,FLEUVE ST LAURENT,R,N,CANADA,QC,46 48,71 23,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.8,-71.38,-999,-999
WRS350,ONE EYE LAKE,L,N,CANADA,BC,51 59,124 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.98,-124.93,-999,-999
WRS351,PELICAN LAKE,L,N,CANADA,ON,50 07,91 54,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.12,-91.9,-999,-999
WRS352,PICKLE LAKE,L,N,CANADA,ON,51 27,90 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.45,-90.22,-999,-999
WRS353,PICNIC LAKE,L,N,CANADA,ON,48 36,85 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.6,-85.28,-999,-999
WRS354,PICTON BAY,L,N,CANADA,ON,43 59,77 09,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,43.98,-77.15,-999,-999
WRS355,PILING LAKE,L,N,CANADA,NT,68 56,75 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.93,-75.28,-999,-999
WRS356,PLATEAU LAKE,L,N,CANADA,ON,48 47,91 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.78,-91.63,-999,-999
WRS357,PLAYGREEN LAKE,L,N,CANADA,MB,54 00,97 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54,-97.8,-999,-999
WRS358,POLICE LAKE,L,N,CANADA,NT,63 2,90 43,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.03,-90.72,-999,-999
WRS359,PORT ARTHUR HARBOUR,L,N,CANADA,ON,48 22,89 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.37,-89.32,-999,-999
WRS36,FORT NELSON AND MUSKAWA RIVERS,R,N,CANADA,BC,58 50,122 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.83,-122.58,-999,-999
WRS360,PORTAGE BAY,L,N,CANADA,MB,51 46,98 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.77,-98.63,-999,-999
WRS361,PRIMROSE LAKE,L,N,CANADA,AB,54 45,110 03,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.75,-110.05,-999,-999
WRS362,PRINGLE LAKE,L,N,CANADA,NS,45 23,61 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.38,-61.97,-999,-999
WRS363,RAMSEY LAKE,L,N,CANADA,ON,46 37,80 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.62,-80.8,-999,-999
WRS364,RANDOLPH LAKE,L,N,CANADA,ON,50 17,88 54,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.28,-88.9,-999,-999
WRS365,RED INDIAN LAKE,L,N,CANADA,NF,48 51,56 50,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.85,-56.83,-999,-999
WRS366,RED LAKE - BRUCE CHANNEL,L,N,CANADA,ON,51 04,93 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.07,-93.8,-999,-999
WRS367,REMI LAKE,L,N,CANADA,ON,49 25,82 28,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.42,-82.47,-999,-999
WRS368,RESOLUTE LAKE,L,N,CANADA,NT,74 43,94 59,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,74.72,-94.98,-999,-999
WRS369,RESOLUTION BAY GREAT SLAVE LAKE,L,N,CANADA,NT,61 11,113 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.18,-113.68,-999,-999
WRS37,FORT NELSON RIVER,R,N,CANADA,BC,58 50,122 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.83,-122.58,-999,-999
WRS370,RICE LAKE,L,N,CANADA,MB,51 02,95 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.03,-95.67,-999,-999
WRS371,ROBERTSON BAY ON LITTLE PLAYGREEN L,L,N,CANADA,MB,54 00,97 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54,-97.8,-999,-999
WRS372,ROBERTSON LAKE,L,N,CANADA,NB,45 19,65 53,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.32,-65.88,-999,-999
WRS373,SALMON ARM HARBOUR (SHUSWAP LAKE),L,N,CANADA,BC,50 42,119 14,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.7,-119.23,-999,-999
WRS374,SARCPA LAKE,L,N,CANADA,NT,68 33,83 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.55,-83.33,-999,-999
WRS375,SCHIST LAKE,L,N,CANADA,MB,54 41,101 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.68,-101.68,-999,-999
WRS376,SETTING LAKE,L,N,CANADA,MB,54 55,98 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.92,-98.63,-999,-999
WRS377,SHUSWAP LAKE,L,N,CANADA,BC,50 53,119 29,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.88,-119.48,-999,-999
WRS378,SKAHA LAKE,L,N,CANADA,BC,49 28,119 36,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.47,-119.6,-999,-999
WRS379,SMALL LAKE,L,N,CANADA,QC,51 27,57 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.45,-57.18,-999,-999
WRS38,FRASER RIVER,R,N,CANADA,BC,49 22,121 29,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.37,-121.48,-999,-999
WRS380,SMALL LAKE NEAR STATION,L,N,CANADA,NT,61 35,64 39,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,61.58,-64.65,-999,-999
WRS381,SONA LAKE,L,N,CANADA,NF,53 35,63 57,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.58,-63.95,-999,-999
WRS382,SOUTH BAY (LAKE HURON),L,N,CANADA,ON,45 35,82 01,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.58,-82.02,-999,-999
WRS383,STEEP ROCK LAKE,L,N,CANADA,ON,48 47,91 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.78,-91.63,-999,-999
WRS384,STOCO LAKE,L,N,CANADA,ON,44 30,77 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.5,-77.32,-999,-999
WRS385,STUART LAKE,L,N,CANADA,BC,54 27,124 15,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.45,-124.25,-999,-999
WRS386,SUGAR LAKE,L,N,CANADA,BC,50 20,118 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.33,-118.53,-999,-999
WRS387,SUMMIT LAKE,L,N,CANADA,BC,58 39,124 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.65,-124.63,-999,-999
WRS388,SWAN LAKE,L,N,CANADA,BC,50 14,119 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.23,-119.28,-999,-999
WRS389,TARDIF LAKE,L,N,CANADA,NT,68 37,73 12,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.62,-73.2,-999,-999
WRS39,FRASER RIVER,R,N,CANADA,BC,50 14,121 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.23,-121.58,-999,-999
WRS390,TEMISCOUATA LAKE,L,N,CANADA,QC,47 41,68 53,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,47.68,-68.88,-999,-999
WRS391,TESLIN LAKE,L,N,CANADA,YT,60 10,132 45,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.17,-132.75,-999,-999
WRS392,THUNDER BAY,L,N,CANADA,ON,48 22,89 19,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.37,-89.32,-999,-999
WRS393,TOOKENAY LAKE,L,N,CANADA,ON,48 36,85 17,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.6,-85.28,-999,-999
WRS394,TORONTO HARBOUR,L,N,CANADA,ON,43 38,79 24,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,43.63,-79.4,-999,-999
WRS395,TROUT LAKE,L,N,CANADA,ON,46 19,79 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.32,-79.45,-999,-999
WRS396,UNNAMED LAKE (2 MILES SSW OF SITE),L,N,CANADA,YT,69 35,140 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.58,-140.18,-999,-999
WRS397,UNNAMED LAKE 12 MI WEST OF STATION,L,N,CANADA,BC,58 50,122 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.83,-122.58,-999,-999
WRS398,UNNAMED LAKE,L,N,CANADA,NT,69 56,131 24,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.93,-131.4,-999,-999
WRS399,UNNAMED LAKE,L,N,CANADA,NT,69 14,77 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.23,-77.22,-999,-999
WRS4,ASSINIBOINE RIVER,R,N,CANADA,MB,49 54,97 14,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.9,-97.23,-999,-999
WRS40,FRASER RIVER,R,N,CANADA,BC,53 53,122 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.88,-122.68,-999,-999
WRS400,UNNAMED LAKE,L,N,CANADA,NT,63 20,64 08,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.33,-64.13,-999,-999
WRS401,UNNAMED LAKE,L,N,CANADA,NT,67 33,64 02,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,67.55,-64.03,-999,-999
WRS402,UNNAMED LAKE,L,N,CANADA,NT,68 45,109 04,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.75,-109.07,-999,-999
WRS403,UNNAMED LAKE,L,N,CANADA,NT,68 28,66 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.47,-66.8,-999,-999
WRS404,UNNAMED LAKE,L,N,CANADA,NT,69 12,118 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.2,-118.63,-999,-999
WRS405,UNNAMED LAKE,L,N,CANADA,NT,69 35,120 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,69.58,-120.8,-999,-999
WRS406,UNNAMED LAKE,L,N,CANADA,NF,50 14,57 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.23,-57.58,-999,-999
WRS407,UNNAMED LAKE,L,N,CANADA,NT,68 39,71 10,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.65,-71.17,-999,-999
WRS409,UNNAMED LAKE,L,N,CANADA,NT,68 40,97 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.67,-97.8,-999,-999
